ACCT_NBR,CUST_ID,CANCEL_NO_CONTACT,IS_DIGITAL,ACCT_OPEN_DT,AUM_AMT,DATE_OF_BIRTH,YEARLYINCOMELEVEL,CNTY_CD,TXN_COUNT,TXN_AMT_SUM,TXN_AMT_MEAN,EB_CHECK_SUM,MB_CHECK_SUM,IP_RATE,UUID_RATE,VIRTUAL_ID,DRCR_OUT,DRCR_IN,TX_TIME,CHANNEL_CODE,TRN_CODE,Y
ACCT10174,ID9604,0,1,16308,138896,59,126.0,12.0,4,176619,44154.75,0.0,0.25,0.0,0.0,4.0,2.0,2.0,,17,20,0
ACCT10175,ID9605,0,0,15834,5290167,43,25.0,12.0,2,5171,2585.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,10,6,0
ACCT10176,ID9606,0,0,16756,3482,67,126.0,12.0,1,10,10.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT10177,ID9607,0,1,18015,50135,45,25.0,12.0,1,19995,19995.0,0.0,0.0,0.0,0.0,1.0,1.0,,,19,15,0
ACCT10178,ID9608,0,1,18235,13692,38,126.0,12.0,2,4637,2318.5,0.0,0.0,0.0,0.0,1.0,,2.0,1.0,16,12,0
ACCT10179,ID9609,0,0,18170,145,22,25.0,12.0,7,10743,1534.7142857142858,0.0,0.42857142857142855,0.0,0.0,7.0,5.0,2.0,,17,30,0
ACCT1018,ID955,0,0,14838,27577,28,25.0,12.0,1,15,15.0,0.0,2.0,0.0,1.0,1.0,,1.0,1.0,10,6,0
ACCT10181,ID9611,0,1,15658,15035,41,126.0,12.0,10,98275,9827.5,0.0,0.9,0.5,0.0,8.0,7.0,3.0,,17,15,0
ACCT10182,ID9612,0,1,16661,4799,27,25.0,12.0,5,15955,3191.0,0.0,3.4,0.6,0.0,2.0,2.0,3.0,1.0,15,12,0
ACCT10183,ID9613,0,0,17203,14083144,72,125.0,12.0,1,711,711.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT10184,ID9614,0,1,18234,53818,42,126.0,12.0,1,100,100.0,0.0,0.0,0.0,0.0,1.0,1.0,,,19,15,0
ACCT10185,ID9615,0,0,15799,173,12,25.0,12.0,1,35,35.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT10186,ID9616,0,0,10161,3260319,37,25.0,12.0,27,1385269,51306.25925925926,0.0,0.48148148148148145,0.0,0.0,27.0,21.0,6.0,18.0,13,44,0
ACCT10187,ID9617,0,1,17779,0,33,126.0,12.0,5,14134,2826.8,0.0,3.6,0.2,0.2,4.0,1.0,4.0,,17,12,0
ACCT10189,ID9619,0,1,15355,38098,39,126.0,12.0,8,56161,7020.125,0.0,0.625,0.25,0.0,8.0,7.0,1.0,,18,27,0
ACCT1019,ID956,0,0,9497,87,53,,12.0,20,19183,959.15,0.0,0.0,0.0,0.0,20.0,10.0,10.0,3.0,17,25,0
ACCT10190,ID9620,1,0,8258,8775,49,25.0,12.0,1,62,62.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT10191,ID9621,0,0,17201,9409192,40,126.0,12.0,1,426,426.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT10192,ID9622,0,1,16346,0,39,25.0,12.0,6,6452,1075.3333333333333,0.0,1.0,0.3333333333333333,0.0,5.0,4.0,2.0,,18,15,0
ACCT10193,ID9623,0,1,18235,31,18,25.0,12.0,19,20795,1094.4736842105262,0.0,0.5263157894736842,0.21052631578947367,0.0,19.0,17.0,2.0,13.0,16,47,0
ACCT10194,ID9624,0,1,16444,0,31,25.0,12.0,36,579687,16102.416666666666,0.0,3.8333333333333335,0.5833333333333334,0.4722222222222222,36.0,23.0,13.0,6.0,17,27,0
ACCT10196,ID9626,0,1,18012,130617,32,350.0,12.0,1,504,504.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,16,11,0
ACCT10197,ID9627,0,1,17906,746946,49,126.0,12.0,6,2005575,334262.5,0.0,5.0,0.6666666666666666,0.6666666666666666,6.0,3.0,3.0,1.0,17,15,0
ACCT10198,ID9628,0,1,16525,1477,29,126.0,12.0,7,92825,13260.714285714286,0.0,0.7142857142857143,0.0,0.0,7.0,4.0,3.0,,17,25,0
ACCT10199,ID9629,1,1,16248,3265,36,126.0,12.0,13,60303,4638.692307692308,0.0,3.0,0.23076923076923078,0.0,9.0,7.0,6.0,,18,25,0
ACCT102,ID97,0,1,16115,644,32,25.0,12.0,5,28527,5705.4,0.0,0.0,0.0,0.0,5.0,2.0,3.0,1.0,17,25,0
ACCT1020,ID957,0,1,18235,26330,32,126.0,12.0,2,12774,6387.0,0.0,1.0,0.0,0.0,2.0,,2.0,,16,25,0
ACCT10200,ID9630,0,1,17297,6499,33,126.0,12.0,8,81019,10127.375,0.0,0.875,0.0,0.0,8.0,6.0,2.0,4.0,10,44,0
ACCT10201,ID9631,0,1,16000,6174417,57,25.0,12.0,7,223369,31909.85714285714,0.0,0.7142857142857143,0.2857142857142857,0.0,6.0,6.0,1.0,,18,27,0
ACCT10202,ID9632,0,0,7782,74732,57,,12.0,2,2863,1431.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,10,6,0
ACCT10203,ID9633,0,0,15832,675,35,25.0,12.0,1,35,35.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT10205,ID9635,0,1,16000,13381,30,25.0,12.0,13,20881,1606.2307692307693,0.0,1.3846153846153846,0.0,0.0,8.0,10.0,3.0,2.0,18,15,0
ACCT10206,ID9636,0,1,18235,1110779,38,126.0,12.0,3,36446,12148.666666666666,0.0,1.0,0.3333333333333333,0.0,3.0,1.0,2.0,,16,20,0
ACCT10207,ID9637,0,1,17298,9135,42,126.0,12.0,2,7798,3899.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,,17,15,0
ACCT10208,ID9638,0,0,18102,2800967,45,350.0,12.0,1,689,689.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT10209,ID9639,0,1,16660,43,31,25.0,12.0,12,21868,1822.3333333333333,0.0,1.25,0.5,0.0,6.0,5.0,7.0,2.0,15,12,0
ACCT1021,ID958,0,0,8371,395901,50,25.0,12.0,8,275600,34450.0,0.0,0.0,0.0,0.0,8.0,3.0,5.0,7.0,13,42,0
ACCT10211,ID9641,0,0,17176,128,33,126.0,12.0,5,23641,4728.2,0.0,0.0,0.0,0.0,5.0,3.0,2.0,,10,44,0
ACCT10212,ID9642,0,0,16626,942073,57,25.0,12.0,23,10692,464.8695652173913,0.0,0.0,0.0,0.0,23.0,21.0,2.0,21.0,16,47,0
ACCT10213,ID9643,0,1,18009,3851,28,25.0,12.0,6,59425,9904.166666666666,0.0,0.5,0.0,0.0,3.0,3.0,3.0,2.0,18,12,0
ACCT10215,ID9645,0,0,15400,3041500,46,,3.0,9,174056,19339.555555555555,0.0,0.4444444444444444,0.3333333333333333,0.0,7.0,5.0,4.0,2.0,10,6,0
ACCT10216,ID9646,0,1,16762,467084,45,25.0,12.0,3,17976,5992.0,0.0,3.0,0.0,0.0,3.0,2.0,1.0,,18,27,0
ACCT10217,ID9647,0,1,16000,40881,29,25.0,12.0,10,70035,7003.5,0.0,1.3,0.5,0.0,6.0,5.0,5.0,1.0,16,15,0
ACCT10218,ID9648,0,1,16346,38708,40,126.0,12.0,7,31997,4571.0,0.0,1.5714285714285714,0.0,0.14285714285714285,3.0,4.0,3.0,,18,12,0
ACCT10219,ID9649,0,1,17297,36424,32,126.0,12.0,3,15012,5004.0,0.0,0.6666666666666666,0.3333333333333333,0.0,3.0,1.0,2.0,,7,10,0
ACCT1022,ID959,0,1,16444,4104,28,25.0,12.0,31,59054,1904.967741935484,0.0,2.7419354838709675,0.25806451612903225,0.12903225806451613,21.0,15.0,16.0,7.0,18,15,0
ACCT10221,ID9651,0,1,16115,0,37,126.0,12.0,5,51335,10267.0,0.0,1.0,0.2,0.2,5.0,2.0,3.0,,17,25,0
ACCT10222,ID9652,1,0,16734,37241,32,25.0,12.0,2,4958,2479.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,16,20,0
ACCT10223,ID9653,0,1,16248,20843,28,25.0,12.0,15,62117,4141.133333333333,0.0,1.4,0.0,0.13333333333333333,9.0,12.0,3.0,1.0,17,15,0
ACCT10227,ID9657,0,0,18172,27558888,35,,,1,2641,2641.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT10228,ID9658,0,1,16115,56945,29,25.0,12.0,2,49413,24706.5,0.0,0.5,0.0,0.0,1.0,2.0,,,16,15,0
ACCT10229,ID9659,0,0,17339,13283,27,126.0,12.0,14,491831,35130.78571428572,0.0,3.2857142857142856,0.35714285714285715,0.0,12.0,10.0,4.0,3.0,15,27,0
ACCT1023,ID960,0,1,16308,27431,34,126.0,12.0,6,85693,14282.166666666666,0.0,0.8333333333333334,0.5,0.3333333333333333,5.0,5.0,1.0,,17,15,0
ACCT10230,ID9660,0,1,18142,187853,33,25.0,12.0,2,446429,223214.5,0.0,6.5,0.5,0.0,2.0,1.0,1.0,,14,12,0
ACCT10231,ID9661,0,1,16763,1075,28,25.0,12.0,1,5621,5621.0,0.0,3.0,1.0,0.0,1.0,,1.0,,17,25,0
ACCT10232,ID9662,0,1,16660,14316,39,126.0,12.0,4,26000,6500.0,0.0,0.25,0.0,0.0,4.0,4.0,,2.0,16,20,0
ACCT10233,ID9663,0,1,16308,8132,33,25.0,12.0,2,7573,3786.5,0.0,0.5,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT10235,ID9665,0,1,16346,102,25,25.0,12.0,12,16710,1392.5,4.833333333333333,0.8333333333333334,0.6666666666666666,0.0,8.0,8.0,4.0,4.0,18,47,0
ACCT10236,ID9666,0,1,15350,122044,40,25.0,12.0,3,2440,813.3333333333334,0.0,1.0,0.3333333333333333,0.0,2.0,3.0,,,18,15,0
ACCT10237,ID9667,0,1,16248,109915,25,126.0,12.0,12,38283,3190.25,0.0,2.1666666666666665,0.6666666666666666,0.0,11.0,11.0,1.0,4.0,16,27,0
ACCT10238,ID9668,0,0,9531,142256,52,,12.0,5,75387,15077.4,0.0,0.2,0.0,0.0,5.0,3.0,2.0,3.0,16,6,0
ACCT10239,ID9669,0,0,15573,14393,39,126.0,12.0,17,313022,18413.058823529413,0.0,0.0,0.0,0.11764705882352941,17.0,12.0,5.0,1.0,17,30,0
ACCT1024,ID961,0,0,17309,221,59,25.0,12.0,3,20083,6694.333333333333,0.0,0.0,0.0,0.0,3.0,1.0,2.0,,17,6,0
ACCT10240,ID9670,0,1,16308,190,26,126.0,12.0,2,5628,2814.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT10241,ID9671,0,0,8728,10724,49,,12.0,1,38,38.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT10242,ID9672,0,0,18137,273488,48,25.0,12.0,1,297,297.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT10243,ID9673,0,0,16447,4645271,44,350.0,12.0,1,957,957.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT10245,ID9675,0,0,17310,19528,39,126.0,12.0,6,181376,30229.333333333332,0.0,0.0,0.0,0.0,6.0,3.0,3.0,3.0,10,25,0
ACCT10246,ID9676,0,1,18015,24308,27,126.0,12.0,13,515,39.61538461538461,0.0,0.38461538461538464,0.15384615384615385,0.0,13.0,13.0,,,19,15,0
ACCT10247,ID9676,0,1,17641,24308,27,126.0,12.0,4,32439,8109.75,0.0,0.5,0.25,0.0,4.0,2.0,2.0,,16,20,0
ACCT10249,ID9678,0,0,16581,28745,28,25.0,12.0,4,26432,6608.0,0.0,0.5,0.25,0.0,4.0,1.0,3.0,2.0,3,6,0
ACCT1025,ID962,0,0,10157,5556473,62,126.0,12.0,7,70329,10047.0,0.0,0.0,0.0,0.0,7.0,,7.0,,11,12,0
ACCT10250,ID9679,0,1,17644,4593,65,126.0,12.0,1,2018,2018.0,0.0,2.0,1.0,0.0,1.0,1.0,,,18,27,0
ACCT10252,ID9681,0,1,15657,70560,27,25.0,12.0,6,19715,3285.8333333333335,0.0,1.8333333333333333,0.0,0.0,5.0,2.0,4.0,2.0,17,25,0
ACCT10253,ID9682,0,1,15351,8589,32,25.0,12.0,5,21223,4244.6,0.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,16,20,0
ACCT10254,ID9683,0,1,17906,11508,21,25.0,12.0,28,1539289,54974.607142857145,0.0,0.17857142857142858,0.5,0.0,28.0,17.0,11.0,20.0,13,42,0
ACCT10259,ID9688,0,1,16660,508458,37,25.0,12.0,3,2738,912.6666666666666,0.0,0.6666666666666666,0.0,0.0,3.0,2.0,1.0,,16,20,0
ACCT1026,ID963,0,0,10575,1233,43,25.0,12.0,2,506,253.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,10,6,0
ACCT10260,ID9689,0,1,17780,47568,28,25.0,12.0,4,17218,4304.5,0.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,16,20,0
ACCT10261,ID9690,0,1,15790,74918,28,126.0,12.0,7,92332,13190.285714285714,0.0,2.142857142857143,0.5714285714285714,0.14285714285714285,5.0,3.0,4.0,2.0,15,25,0
ACCT10262,ID9691,0,1,17297,36675,37,25.0,12.0,9,115145,12793.888888888889,0.0,0.8888888888888888,0.1111111111111111,0.2222222222222222,8.0,7.0,2.0,,17,35,0
ACCT10263,ID9692,0,1,18009,0,23,25.0,12.0,2,1774,887.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT10264,ID9693,0,1,16346,718086,31,126.0,12.0,5,39037,7807.4,0.0,0.4,0.0,0.2,3.0,3.0,2.0,,17,15,0
ACCT10265,ID9694,0,1,16661,3564,27,25.0,12.0,15,44499,2966.6,0.0,3.066666666666667,0.06666666666666667,0.0,8.0,11.0,4.0,,17,15,0
ACCT10266,ID9695,0,0,16458,4225031,37,25.0,12.0,3,606923,202307.66666666666,0.0,0.0,0.0,0.0,3.0,,3.0,,14,12,0
ACCT10267,ID9696,0,0,8686,54652,50,,12.0,1,127,127.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT10269,ID9698,0,1,16346,134351,26,126.0,12.0,33,433998,13151.454545454546,0.0,1.393939393939394,0.15151515151515152,0.36363636363636365,28.0,15.0,18.0,3.0,17,12,0
ACCT1027,ID964,0,1,15656,1659473,35,126.0,12.0,15,77205,5147.0,0.0,1.0,0.06666666666666667,0.06666666666666667,14.0,3.0,12.0,1.0,17,25,0
ACCT10270,ID9699,0,1,17641,32,34,126.0,12.0,20,97800,4890.0,0.0,3.55,0.6,0.4,20.0,12.0,8.0,6.0,18,27,0
ACCT10272,ID9701,0,0,14972,192,43,25.0,12.0,12,130032,10836.0,0.75,0.0,0.25,0.0,12.0,10.0,2.0,1.0,17,30,0
ACCT10275,ID9704,0,0,14965,1105914,45,,12.0,1,924,924.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT10276,ID9705,0,1,16444,1244,37,126.0,12.0,6,104135,17355.833333333332,0.0,6.0,0.0,0.0,5.0,4.0,2.0,,18,27,0
ACCT10278,ID9707,0,1,16308,1693406,31,25.0,12.0,5,27437,5487.4,0.0,1.0,0.0,0.0,4.0,4.0,1.0,,17,15,0
ACCT10279,ID9708,0,0,17256,10281,22,25.0,12.0,28,27371,977.5357142857143,0.0,0.5,0.42857142857142855,0.0,25.0,22.0,6.0,13.0,16,47,0
ACCT10280,ID9709,0,1,17009,8135,27,126.0,12.0,26,106920,4112.307692307692,0.0,2.1923076923076925,0.34615384615384615,0.34615384615384615,26.0,19.0,7.0,8.0,17,47,0
ACCT10281,ID9710,0,0,15813,17387,92,25.0,12.0,1,63,63.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT10282,ID9711,0,0,15378,31972,41,25.0,12.0,16,125768,7860.5,0.0,1.5625,0.25,0.0,13.0,12.0,4.0,1.0,15,27,0
ACCT10284,ID9713,0,0,10597,46002,57,,12.0,2,1031,515.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,10,6,0
ACCT10285,ID9714,0,1,16248,37299,30,25.0,12.0,18,20079,1115.5,0.0,0.0,0.0,0.0,18.0,14.0,4.0,14.0,16,47,0
ACCT10286,ID9715,0,0,16675,505,29,25.0,12.0,8,63183,7897.875,0.0,0.0,0.0,0.0,8.0,6.0,2.0,,17,30,0
ACCT10287,ID9716,0,0,17184,26989,30,126.0,12.0,57,1679337,29462.052631578947,0.0,1.9473684210526316,0.5789473684210527,0.5614035087719298,56.0,41.0,16.0,7.0,17,30,0
ACCT10288,ID9717,0,0,16742,3345,55,25.0,12.0,6,82771,13795.166666666666,0.0,0.0,0.5,0.0,6.0,3.0,3.0,1.0,2,29,0
ACCT1029,ID966,0,1,15355,2629017,43,126.0,12.0,9,503709,55967.666666666664,0.0,2.888888888888889,0.0,0.0,9.0,6.0,3.0,,7,14,0
ACCT10290,ID9719,1,0,17135,18,42,25.0,12.0,8,300074,37509.25,0.0,0.0,0.0,0.0,8.0,2.0,6.0,,17,25,1
ACCT10291,ID9720,0,1,18141,8538,22,25.0,12.0,1,4733,4733.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT10292,ID9721,0,1,17725,0,43,126.0,12.0,3,34700,11566.666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,3.0,1.0,2.0,,11,12,0
ACCT10294,ID9723,0,0,6416,2489344,65,25.0,12.0,15,166548,11103.2,0.0,0.06666666666666667,0.13333333333333333,0.13333333333333333,15.0,8.0,7.0,6.0,17,35,0
ACCT10295,ID9724,0,0,14271,2461174,51,25.0,12.0,1,1929,1929.0,0.0,1.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT10296,ID9724,0,0,14271,2461174,51,25.0,12.0,1,1929,1929.0,0.0,1.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT10297,ID9724,0,0,14271,2461174,51,25.0,12.0,1,1929,1929.0,0.0,1.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT10298,ID9725,0,1,15351,916467,34,126.0,12.0,12,186729,15560.75,0.0,0.75,0.25,0.16666666666666666,8.0,3.0,9.0,2.0,16,12,0
ACCT10299,ID9726,0,1,16115,633853,33,126.0,12.0,25,125159,5006.36,0.0,4.52,0.16,0.2,11.0,14.0,11.0,1.0,18,15,0
ACCT103,ID98,0,1,17725,5776,31,126.0,12.0,2,10910,5455.0,0.0,0.5,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT1030,ID967,0,1,17009,523,23,25.0,12.0,16,46269,2891.8125,0.0,0.4375,0.125,0.0,15.0,14.0,2.0,12.0,16,47,0
ACCT10300,ID9727,0,0,16079,188646,66,350.0,12.0,1,2,2.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT10301,ID9728,0,1,16346,8578,39,126.0,12.0,1,21313,21313.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT10302,ID9729,1,1,16308,33,52,126.0,12.0,6,22006,3667.6666666666665,0.0,0.6666666666666666,0.3333333333333333,0.0,6.0,3.0,3.0,,18,27,0
ACCT10303,ID9730,0,1,17009,4651,57,25.0,12.0,9,53148,5905.333333333333,0.0,1.0,0.6666666666666666,0.0,9.0,7.0,2.0,1.0,18,27,0
ACCT10304,ID9731,0,0,10305,4265041,23,25.0,12.0,3,8382,2794.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,16,20,0
ACCT10306,ID9733,0,1,16660,5530,24,25.0,12.0,142,152318,1072.661971830986,0.0,1.3098591549295775,0.11267605633802817,0.0,142.0,129.0,13.0,126.0,16,47,0
ACCT1031,ID968,0,1,18234,0,54,25.0,12.0,1,4,4.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT10311,ID9738,0,1,16443,109497,32,25.0,12.0,20,242792,12139.6,0.0,2.65,0.25,0.25,16.0,10.0,10.0,2.0,17,25,0
ACCT10312,ID9739,0,1,18141,125124,20,25.0,12.0,2,23223,11611.5,0.0,3.5,0.0,0.5,2.0,,2.0,,17,25,0
ACCT10313,ID9740,0,1,15658,73373,47,126.0,12.0,1,66,66.0,0.0,1.0,1.0,1.0,,1.0,,,15,15,0
ACCT10314,ID9741,0,1,16000,231277,26,25.0,12.0,18,36199,2011.0555555555557,0.0,1.2222222222222223,0.2222222222222222,0.05555555555555555,18.0,11.0,7.0,9.0,16,47,0
ACCT10315,ID9742,0,1,16346,168876,35,25.0,12.0,6,165897,27649.5,0.0,1.3333333333333333,0.0,0.3333333333333333,6.0,1.0,5.0,1.0,17,25,0
ACCT10316,ID9743,0,0,10492,39007,63,,12.0,18,750538,41696.555555555555,0.0,1.1111111111111112,0.2777777777777778,0.16666666666666666,18.0,9.0,9.0,4.0,15,15,0
ACCT10317,ID9744,0,1,17297,204828,38,126.0,12.0,2,4221,2110.5,0.0,0.0,0.0,0.5,2.0,2.0,,1.0,16,20,0
ACCT10318,ID9745,0,0,18260,11987,24,25.0,12.0,12,63475,5289.583333333333,0.0,2.4166666666666665,0.3333333333333333,0.08333333333333333,11.0,7.0,5.0,1.0,15,27,0
ACCT10319,ID9746,0,0,16657,85666,44,126.0,12.0,13,165652,12742.461538461539,0.0,0.7692307692307693,0.23076923076923078,0.0,13.0,11.0,2.0,2.0,15,27,0
ACCT10320,ID9747,0,0,10135,576864,64,126.0,12.0,3,370871,123623.66666666667,0.0,2.0,0.6666666666666666,0.0,2.0,,3.0,,10,6,0
ACCT10321,ID9748,0,1,17777,47209,25,25.0,12.0,1,6,6.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT10322,ID9748,0,1,17777,47209,25,25.0,12.0,1,6,6.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT10324,ID9750,0,1,16248,7807,28,126.0,12.0,1,1259,1259.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT10325,ID9751,0,1,18235,4,48,126.0,12.0,3,19911,6637.0,0.0,1.3333333333333333,0.0,0.0,3.0,1.0,2.0,,16,15,0
ACCT10326,ID9752,0,0,15814,21403,38,350.0,12.0,1,77,77.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT10328,ID9754,0,1,16525,21791,68,25.0,12.0,4,1769,442.25,0.0,0.0,0.0,0.0,4.0,,4.0,,17,24,0
ACCT10329,ID9755,0,0,17298,205632,17,25.0,12.0,6,32489,5414.833333333333,0.0,0.0,0.0,0.0,6.0,2.0,4.0,2.0,16,42,0
ACCT1033,ID970,0,0,17154,381236,27,126.0,12.0,13,336192,25860.923076923078,0.0,2.1538461538461537,0.0,0.0,11.0,11.0,2.0,3.0,15,27,0
ACCT10331,ID9757,0,0,17312,14222,40,126.0,12.0,1,2,2.0,0.0,4.0,1.0,0.0,1.0,,1.0,,10,6,0
ACCT10333,ID9759,0,0,16428,262,77,25.0,12.0,1,2,2.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT10335,ID9761,0,1,15658,1970,30,25.0,12.0,2,2602,1301.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT10336,ID9762,0,0,18250,4,21,25.0,12.0,12,10373,864.4166666666666,0.0,0.75,0.5,0.16666666666666666,11.0,8.0,4.0,1.0,17,30,0
ACCT10337,ID9763,0,1,16115,27951,39,126.0,12.0,5,240306,48061.2,0.0,0.8,0.4,0.0,5.0,4.0,1.0,,18,27,0
ACCT10338,ID9764,0,0,8370,47358,61,,12.0,3,71231,23743.666666666668,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,13,6,0
ACCT10339,ID9765,0,1,16115,2315316,34,126.0,12.0,2,21003,10501.5,0.0,0.5,0.5,0.0,1.0,1.0,1.0,,16,15,0
ACCT10341,ID9767,0,1,16443,311,24,25.0,12.0,17,17460,1027.0588235294117,0.0,2.8823529411764706,0.11764705882352941,0.11764705882352941,17.0,9.0,8.0,8.0,17,47,0
ACCT10342,ID9768,0,0,18074,3985970,58,126.0,12.0,2,1149,574.5,0.0,0.0,0.0,0.0,2.0,,2.0,2.0,10,6,0
ACCT10343,ID9769,0,1,17907,3095,32,25.0,12.0,7,57107,8158.142857142857,0.0,3.142857142857143,0.0,0.0,7.0,4.0,3.0,,18,25,0
ACCT10344,ID9770,0,0,18170,198153,29,126.0,12.0,4,34344,8586.0,0.0,0.75,0.75,0.0,4.0,,4.0,,10,12,0
ACCT10345,ID9771,0,0,14754,57752,41,25.0,12.0,17,307297,18076.29411764706,0.0,0.0,0.0,0.0,16.0,13.0,4.0,2.0,17,30,0
ACCT10346,ID9772,0,0,9945,2009536,58,350.0,12.0,23,106040,4610.434782608696,0.2608695652173913,0.0,0.08695652173913043,0.0,15.0,16.0,7.0,3.0,17,35,0
ACCT10347,ID9773,0,0,18081,53386,58,126.0,12.0,4,9394,2348.5,0.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,17,6,0
ACCT10348,ID9774,0,1,17297,493,32,25.0,12.0,2,6078,3039.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,,17,15,0
ACCT10349,ID9775,0,0,10512,40000,52,,12.0,1,145,145.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT1035,ID972,0,1,16525,418280,50,126.0,12.0,2,54990,27495.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,17,25,0
ACCT10350,ID9776,0,0,10163,3613742,56,25.0,12.0,2,1333,666.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,10,6,0
ACCT10351,ID9777,0,1,17906,56702,49,126.0,12.0,6,85653,14275.5,0.0,1.5,0.5,0.16666666666666666,6.0,5.0,1.0,,18,27,0
ACCT10352,ID9778,0,0,16125,289251,38,25.0,12.0,5,230777,46155.4,0.0,0.6,0.2,0.0,5.0,3.0,2.0,,15,27,1
ACCT10353,ID9779,0,1,18009,10238,22,126.0,12.0,57,458515,8044.122807017544,0.0,4.473684210526316,0.03508771929824561,0.03508771929824561,57.0,28.0,29.0,4.0,17,25,0
ACCT10355,ID9781,0,1,16762,30267,30,25.0,12.0,6,21443,3573.8333333333335,0.0,1.6666666666666667,0.6666666666666666,0.0,6.0,3.0,3.0,2.0,17,15,0
ACCT10356,ID9782,0,1,17644,32892,32,126.0,12.0,3,14530,4843.333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,2.0,2.0,1.0,,16,15,0
ACCT10357,ID9783,0,1,15658,0,43,126.0,12.0,2,38134,19067.0,0.0,5.0,0.0,0.0,2.0,1.0,1.0,,17,15,0
ACCT10358,ID9784,0,0,18102,5558758,58,25.0,12.0,1,141,141.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT10359,ID9785,0,1,16443,10121,48,126.0,12.0,5,14748,2949.6,0.0,1.8,0.0,0.0,5.0,3.0,2.0,1.0,17,27,0
ACCT1036,ID973,0,1,17906,423,48,126.0,12.0,2,10212,5106.0,0.0,6.5,1.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT10360,ID9786,0,1,16248,6647,35,25.0,12.0,3,12508,4169.333333333333,0.0,1.3333333333333333,0.0,0.0,3.0,1.0,2.0,2.0,17,25,0
ACCT10361,ID9787,0,0,8516,34181,55,,12.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT10362,ID9788,0,1,15350,136885,41,126.0,12.0,7,168613,24087.571428571428,0.0,5.0,0.8571428571428571,0.0,4.0,7.0,,2.0,18,15,0
